Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Mikal Bridges,28,NYK,SF,67,67,2531,13.7,.583,.410,.088,2.7,6.9,4.8,13.0,1.2,1.4,9.3,19.1,3.0,1.6,4.5,.086,0.3,-1.0,-0.7,0.9,,bridgmi01
2,Anthony Edwards,23,MIN,SG,67,67,2442,19.9,.592,.493,.311,2.2,15.2,8.8,21.3,1.5,1.6,12.2,31.5,3.6,3.1,6.8,.133,4.3,-0.2,4.1,3.8,,edwaran01
3,Josh Hart,29,NYK,SG,64,64,2417,16.9,.622,.325,.273,6.6,22.7,14.8,20.0,1.9,0.9,15.5,15.5,4.9,3.1,7.9,.158,1.4,1.5,3.0,3.0,,hartjo01
4,Devin Booker,28,PHO,SG,63,63,2357,19.7,.594,.407,.361,3.1,8.9,6.1,29.8,1.3,0.6,11.4,28.9,5.6,0.6,6.2,.127,2.9,-2.1,0.8,1.7,,bookede01
5,James Harden,35,LAC,PG,66,66,2316,19.3,.570,.529,.450,2.2,16.5,9.4,37.2,2.1,1.8,18.4,29.9,2.6,3.5,6.1,.126,3.0,0.5,3.5,3.2,,hardeja01
6,Trae Young,26,ATL,PG,64,64,2311,17.6,.560,.464,.406,1.4,8.4,4.8,46.2,1.5,0.4,18.3,29.8,2.9,1.1,4.0,.084,2.7,-2.9,-0.2,1.0,,youngtr01
7,Jalen Green,22,HOU,SG,69,69,2307,15.2,.547,.470,.221,1.7,13.1,7.3,15.9,1.3,0.9,11.6,27.1,1.8,2.8,4.6,.097,1.3,-0.5,0.8,1.6,,greenja05
8,Jayson Tatum,26,BOS,PF,63,63,2307,21.9,.588,.503,.307,2.0,24.0,13.0,26.5,1.5,1.3,11.3,31.1,4.8,3.6,8.4,.174,4.6,0.7,5.4,4.3,,tatumja01
9,Tyler Herro,25,MIA,SG,65,65,2306,19.0,.592,.514,.226,1.3,15.1,8.2,27.6,1.2,0.7,11.4,28.1,3.4,2.1,5.5,.114,3.5,-0.9,2.7,2.7,,herroty01
10,Bam Adebayo,27,MIA,C,66,66,2272,18.4,.557,.191,.301,8.0,23.4,15.8,20.2,1.8,2.0,12.1,23.0,2.6,3.3,5.9,.124,0.5,0.9,1.4,1.9,,adebaba01
11,Jaden McDaniels,24,MIN,PF,70,70,2271,13.9,.571,.377,.153,5.7,14.8,10.3,9.3,2.2,2.5,9.3,16.4,2.5,3.5,5.9,.125,-1.0,1.5,0.5,1.4,,mcdanja02
12,Shai Gilgeous-Alexander,26,OKC,PG,66,66,2268,31.1,.645,.268,.416,2.9,12.6,7.8,30.7,2.5,3.1,9.1,34.7,10.7,4.2,14.9,.316,8.9,2.7,11.6,7.8,,gilgesh01
13,Nikola Jokić,29,DEN,C,62,62,2263,32.0,.659,.236,.319,9.1,28.6,19.3,44.0,2.3,1.7,12.9,29.4,11.2,3.3,14.6,.309,9.9,3.3,13.2,8.7,,jokicni01
14,Cade Cunningham,23,DET,PG,64,64,2247,20.1,.561,.296,.258,2.4,16.4,9.5,42.9,1.4,2.0,16.5,32.8,2.6,2.8,5.4,.115,3.4,0.0,3.3,3.0,,cunnica01
15,Christian Braun,23,DEN,SG,67,65,2243,15.9,.658,.270,.266,4.3,11.9,8.3,9.4,1.6,1.4,7.8,15.8,5.1,1.6,6.7,.143,0.7,-0.5,0.2,1.2,,braunch01
16,De'Aaron Fox,27,2TM,PG,62,62,2241,18.3,.560,.328,.273,2.7,12.0,7.3,27.1,2.0,1.1,11.8,28.2,2.7,1.7,4.4,.095,1.3,-1.0,0.3,1.3,,foxde01
16,De'Aaron Fox,27,SAC,PG,45,45,1663,18.9,.567,.324,.279,3.0,12.1,7.5,25.9,1.9,1.2,11.8,28.9,2.2,1.4,3.6,.103,2.0,-0.8,1.2,1.3,,foxde01
16,De'Aaron Fox,27,SAS,PG,17,17,578,16.3,.537,.339,.257,1.7,11.8,6.8,30.7,2.1,0.8,11.6,26.0,0.5,0.4,0.9,.071,-0.5,-1.5,-2.0,0.0,,foxde01
17,OG Anunoby,27,NYK,PF,61,61,2237,14.1,.577,.457,.206,4.3,10.6,7.5,8.1,1.9,2.2,8.6,18.6,2.5,2.2,4.7,.101,0.0,-0.1,-0.1,1.1,,anunoog01
18,Michael Porter Jr.,26,DEN,SF,66,66,2231,16.3,.613,.457,.183,6.1,16.1,11.4,8.6,0.9,1.2,7.8,20.2,4.1,1.5,5.6,.120,1.7,-1.9,-0.2,1.0,,portemi01
19,DeMar DeRozan,35,SAC,SF,62,62,2221,18.0,.581,.188,.337,2.0,10.5,6.2,17.4,1.2,1.1,7.0,24.5,4.7,1.3,6.0,.129,1.2,-1.1,0.1,1.1,,derozde01
20,Jamal Murray,27,DEN,PG,61,61,2220,17.9,.587,.359,.221,2.1,9.0,5.7,23.0,1.9,1.2,10.2,23.7,4.4,1.5,5.9,.128,1.8,-1.0,0.8,1.6,,murraja01
21,Keegan Murray,24,SAC,PF,64,64,2216,11.6,.546,.537,.095,6.5,15.4,10.9,5.5,1.1,2.4,6.8,15.0,1.9,1.7,3.6,.078,-1.1,-1.0,-2.1,-0.1,,murrake02
22,Derrick White,30,BOS,SG,65,65,2199,16.5,.605,.707,.168,2.8,11.2,7.0,18.8,1.4,2.9,10.6,20.0,4.3,2.7,7.0,.153,2.7,0.6,3.3,2.9,,whitede01
23,Ivica Zubac,27,LAC,C,67,67,2187,21.9,.634,.000,.247,13.1,30.1,21.6,12.5,1.1,3.6,11.4,19.4,5.3,3.9,9.2,.202,1.8,0.6,2.5,2.5,,zubaciv01
24,Pascal Siakam,30,IND,PF,66,66,2172,19.9,.609,.283,.265,6.0,18.5,12.3,15.3,1.3,1.4,7.5,24.4,4.8,1.9,6.7,.149,2.6,-0.7,2.0,2.2,,siakapa01
25,Dyson Daniels,21,ATL,SG,64,64,2166,15.3,.537,.252,.161,5.0,13.3,9.0,17.6,4.2,2.0,12.9,18.2,0.9,3.1,4.0,.089,-1.4,2.6,1.2,1.7,,daniedy01
26,Toumani Camara,24,POR,PF,66,66,2164,12.0,.566,.485,.182,7.5,12.1,9.8,9.3,2.2,1.9,13.4,14.0,1.9,2.1,3.9,.087,-1.3,0.7,-0.6,0.7,,camarto01
27,Jalen Brunson,28,NYK,PG,61,61,2162,22.1,.606,.321,.373,1.3,8.1,4.8,32.6,1.3,0.3,10.4,29.6,6.9,1.3,8.2,.181,4.8,-1.4,3.3,2.9,,brunsja01
28,Brook Lopez,36,MIL,C,67,67,2126,14.3,.617,.506,.176,4.7,11.9,8.4,7.5,1.0,5.5,9.0,15.4,2.8,2.6,5.4,.123,0.2,0.6,0.8,1.5,,lopezbr01
29,Anfernee Simons,25,POR,SG,65,65,2123,15.4,.567,.528,.174,1.0,8.1,4.5,23.5,1.3,0.2,10.8,24.7,3.0,1.0,4.0,.091,1.9,-1.6,0.3,1.2,,simonan01
30,Tyrese Haliburton,24,IND,PG,62,62,2107,21.2,.610,.561,.213,1.9,9.7,5.9,37.5,2.1,1.6,10.0,21.4,6.6,1.8,8.3,.190,5.3,-0.1,5.2,3.9,,halibty01
31,Dillon Brooks,29,HOU,SF,65,65,2098,10.7,.546,.518,.139,3.6,9.3,6.4,7.6,1.2,0.6,7.3,17.6,2.2,2.3,4.5,.103,-1.6,0.0,-1.6,0.2,,brookdi01
32,Karl-Anthony Towns,29,NYK,C,60,60,2097,23.8,.634,.292,.331,10.2,32.1,21.3,13.7,1.4,2.0,11.9,26.9,5.7,3.2,8.9,.204,3.8,0.1,3.9,3.1,,townska01
33,Damian Lillard,34,MIL,PG,58,58,2093,21.3,.621,.528,.396,1.6,12.0,7.0,30.0,1.6,0.4,12.2,27.6,5.7,2.1,7.8,.179,4.5,-0.7,3.8,3.1,,lillada01
34,Zach LaVine,29,2TM,SF,60,60,2089,18.1,.645,.437,.251,0.9,12.8,6.9,19.3,1.2,0.5,13.5,25.6,3.2,1.2,4.4,.101,2.5,-1.4,1.1,1.6,,lavinza01
34,Zach LaVine,29,CHI,SF,42,42,1432,18.5,.637,.430,.256,0.9,13.7,7.4,20.9,1.3,0.6,13.3,26.6,2.0,0.9,2.9,.099,2.6,-1.2,1.4,1.2,,lavinza01
34,Zach LaVine,29,SAC,SG,18,18,657,17.2,.664,.455,.237,0.8,10.7,5.8,15.8,1.0,0.3,14.0,23.3,1.2,0.3,1.5,.107,2.4,-2.0,0.4,0.4,,lavinza01
35,Tobias Harris,32,DET,PF,65,65,2087,13.7,.567,.327,.208,3.3,17.6,10.5,9.4,1.4,2.3,8.3,17.5,2.1,2.7,4.8,.111,-0.7,0.5,-0.2,1.0,,harrito02
36,Kelly Oubre Jr.,29,PHI,SF,60,57,2078,13.6,.551,.327,.250,5.1,15.6,10.1,8.0,2.2,1.4,8.9,19.0,1.3,1.5,2.8,.066,-1.6,-0.6,-2.2,-0.1,,oubreke01
37,Austin Reaves,26,LAL,SG,60,60,2076,17.7,.600,.510,.352,2.8,11.5,7.3,25.7,1.6,0.8,13.0,23.8,4.0,1.9,5.9,.137,2.1,-0.4,1.7,2.0,,reaveau01
38,Kevin Durant,36,PHO,PF,56,56,2066,20.7,.638,.330,.324,1.2,16.5,9.2,19.4,1.1,3.2,13.1,28.5,3.4,1.4,4.7,.110,3.5,-0.6,2.8,2.5,,duranke01
39,Alperen Şengün,22,HOU,C,65,65,2035,21.8,.551,.085,.372,11.5,24.2,17.7,24.7,1.8,2.2,13.3,26.3,3.6,3.7,7.3,.172,2.8,1.9,4.7,3.4,,sengual01
40,LeBron James,40,LAL,SF,58,58,2023,23.3,.608,.321,.252,3.4,22.5,13.2,42.4,1.3,1.6,15.9,30.8,4.1,2.5,6.6,.157,5.3,1.0,6.3,4.2,,jamesle01
41,Coby White,24,CHI,SG,61,60,2019,14.4,.580,.545,.238,1.0,10.1,5.6,19.7,1.4,0.5,12.2,24.1,1.6,1.1,2.8,.066,-0.1,-1.5,-1.7,0.2,,whiteco01
42,Domantas Sabonis,28,SAC,C,58,58,2016,23.0,.659,.182,.328,12.3,32.3,22.2,26.6,0.9,1.1,16.8,21.5,6.3,2.3,8.5,.202,4.2,1.0,5.2,3.7,,sabondo01
43,Jalen Williams,23,OKC,SG,61,61,1987,20.2,.568,.298,.246,2.8,14.8,8.9,24.0,2.4,2.2,10.5,27.3,3.1,3.8,6.9,.167,2.5,1.5,4.0,3.0,,willija06
44,Jaylen Brown,28,BOS,SF,56,56,1974,17.8,.548,.316,.287,4.4,14.3,9.4,21.7,1.8,0.9,11.3,29.1,2.0,2.5,4.5,.110,0.3,-0.5,-0.2,0.9,,brownja02
45,Kentavious Caldwell-Pope,31,ORL,SG,65,65,1964,9.2,.556,.589,.177,1.3,7.0,4.0,8.5,2.2,1.5,9.6,12.5,0.8,2.5,3.4,.083,-3.6,1.4,-2.2,-0.1,,caldwke01
46,Rudy Gobert,32,MIN,C,60,60,1964,17.0,.676,.000,.541,11.9,22.5,17.3,7.8,1.1,4.3,13.9,12.4,4.4,3.2,7.6,.186,0.1,1.3,1.4,1.7,,goberru01
47,Tyrese Maxey,24,PHI,PG,52,52,1960,19.7,.562,.438,.265,0.8,9.7,5.1,28.0,2.3,1.1,9.2,30.0,3.0,1.1,4.1,.100,3.2,-1.2,2.1,2.0,,maxeyty01
48,Bub Carrington,19,WAS,PG,67,43,1959,8.7,.514,.556,.114,1.5,12.7,7.1,20.0,1.1,0.6,15.2,15.1,-0.2,0.5,0.3,.008,-3.6,-1.2,-4.8,-1.4,,carrica01
49,Amen Thompson,22,HOU,SF,60,33,1952,18.1,.601,.130,.381,8.8,18.5,13.6,15.9,2.0,3.4,15.3,17.4,3.3,3.5,6.7,.166,1.0,2.3,3.4,2.6,,thompam01
50,Jarrett Allen,26,CLE,C,68,68,1951,22.1,.723,.006,.431,10.5,27.7,19.3,9.2,1.6,3.0,10.9,15.6,6.5,3.6,10.1,.248,3.1,1.3,4.4,3.2,,allenja01
51,Darius Garland,25,CLE,PG,64,64,1949,20.5,.607,.454,.226,2.2,7.2,4.8,32.2,1.9,0.5,12.5,27.4,5.3,2.0,7.4,.181,4.4,-0.8,3.6,2.8,,garlada01
52,Bilal Coulibaly,20,WAS,SF,59,59,1948,10.8,.515,.359,.296,4.8,10.9,7.9,14.9,1.9,1.9,15.1,17.8,-0.5,0.9,0.5,.011,-3.0,-0.7,-3.7,-0.8,,coulibi01
53,Donovan Mitchell,28,CLE,SG,62,62,1943,20.8,.578,.487,.260,2.8,12.1,7.6,23.5,2.0,0.6,9.1,31.0,4.2,2.4,6.6,.162,4.0,-0.3,3.6,2.8,,mitchdo01
54,Naz Reid,25,MIN,C,69,17,1926,16.1,.580,.500,.158,4.6,19.5,12.1,12.2,1.4,3.2,9.8,21.8,2.1,2.9,5.0,.126,0.9,0.9,1.8,1.8,,reidna01
55,Payton Pritchard,27,BOS,PG,68,0,1914,17.7,.641,.746,.105,5.1,9.4,7.2,17.5,1.6,0.6,7.9,18.6,5.4,2.0,7.4,.186,3.5,0.1,3.6,2.7,,pritcpa01
56,Tyus Jones,28,PHO,PG,68,57,1908,14.3,.589,.580,.095,2.0,7.3,4.8,28.4,1.4,0.3,12.4,16.0,3.5,0.4,3.9,.099,1.3,-1.4,-0.1,0.9,,jonesty01
57,Nikola Vučević,34,CHI,C,60,59,1906,19.5,.610,.313,.144,7.5,25.6,16.6,16.3,1.2,1.7,9.9,22.2,3.5,2.1,5.6,.141,1.9,-0.1,1.8,1.8,,vucevni01
58,Stephen Curry,36,GSW,PG,59,59,1904,21.0,.614,.627,.233,1.7,13.1,7.3,31.4,1.6,1.2,13.0,29.6,4.1,2.2,6.3,.159,6.1,-0.2,5.9,3.8,,curryst01
59,Giannis Antetokounmpo,30,MIL,PF,56,56,1904,29.7,.617,.040,.514,7.6,29.7,19.1,34.5,1.2,3.4,11.7,35.5,5.6,3.2,8.8,.222,6.2,2.3,8.6,5.1,,antetgi01
60,Malik Beasley,28,DET,SG,69,14,1891,14.8,.597,.718,.125,2.3,8.6,5.5,9.2,1.7,0.2,7.6,22.6,2.4,1.8,4.2,.107,2.1,-0.9,1.1,1.5,,beaslma01
61,Chris Paul,39,SAS,PG,67,67,1885,15.2,.579,.652,.177,1.6,12.2,6.9,36.3,2.2,0.6,16.4,13.7,3.9,1.2,5.1,.131,0.6,0.3,1.0,1.4,,paulch01
62,Shaedon Sharpe,21,POR,SG,61,41,1858,13.8,.548,.427,.209,3.1,11.7,7.3,13.7,1.2,0.7,11.2,24.6,0.8,1.1,2.0,.051,-0.3,-1.6,-1.9,0.0,,sharpsh01
63,Trey Murphy III,24,NOP,SF,53,51,1854,17.4,.598,.522,.274,2.6,13.3,7.8,15.9,1.5,2.0,9.9,23.7,3.1,0.5,3.6,.093,2.2,-1.5,0.7,1.3,,murphtr02
64,Julius Randle,30,MIN,PF,57,57,1843,17.4,.584,.326,.385,7.5,16.6,12.1,22.6,1.0,0.6,15.0,25.3,2.9,2.1,5.0,.129,1.3,-0.4,1.0,1.4,,randlju01
65,Bennedict Mathurin,22,IND,SF,61,46,1842,13.3,.582,.341,.344,4.4,15.1,9.8,8.6,0.9,1.1,12.0,22.3,1.1,1.2,2.3,.060,-1.3,-1.7,-3.0,-0.5,,mathube01
66,Harrison Barnes,32,SAS,PF,67,67,1828,14.3,.648,.504,.303,5.3,9.8,7.5,8.5,0.6,0.6,6.0,15.1,4.0,0.3,4.3,.113,1.4,-1.9,-0.5,0.7,,barneha02
67,Tim Hardaway Jr.,32,DET,SG,65,65,1828,9.2,.557,.677,.206,1.0,8.5,4.8,7.5,0.9,0.3,6.6,15.0,1.4,1.4,2.8,.073,-1.7,-0.8,-2.5,-0.2,,hardati02
68,Deni Avdija,24,POR,SF,63,45,1828,16.3,.596,.412,.456,4.7,20.5,12.5,18.8,1.5,1.5,16.7,22.2,2.1,1.9,4.0,.105,0.6,0.3,0.9,1.3,,avdijde01
69,Malik Monk,26,SAC,SG,56,43,1828,15.2,.549,.457,.188,1.5,11.6,6.6,26.0,1.5,2.0,12.9,24.3,1.5,1.4,2.8,.074,0.4,-0.9,-0.4,0.7,,monkma01
70,Jaren Jackson Jr.,25,MEM,C,62,62,1825,20.7,.600,.312,.347,4.7,15.8,10.3,10.8,2.0,5.0,10.3,28.4,3.2,2.7,6.0,.157,2.1,1.0,3.1,2.3,,jacksja02
71,Scottie Barnes,23,TOR,PF,54,54,1822,17.8,.523,.270,.294,5.4,19.9,12.5,27.3,2.2,2.9,13.5,26.8,0.6,2.3,2.9,.076,1.5,0.8,2.3,2.0,,barnesc01
72,Evan Mobley,23,CLE,PF,60,60,1816,22.5,.640,.235,.341,8.3,24.4,16.6,14.7,1.3,4.5,12.2,23.2,4.6,3.2,7.8,.207,3.1,1.5,4.6,3.1,,mobleev01
73,Myles Turner,28,IND,C,59,59,1808,15.5,.601,.476,.274,4.5,19.0,11.8,7.3,1.3,5.4,11.8,20.7,1.3,2.1,3.4,.090,-0.3,0.1,-0.2,0.8,,turnemy01
74,Luguentz Dort,25,OKC,SF,62,62,1807,11.1,.572,.690,.085,5.1,10.2,7.7,6.9,1.8,2.0,7.6,13.6,1.9,2.8,4.7,.126,-0.8,0.7,-0.2,0.8,,dortlu01
75,Kyrie Irving,32,DAL,SG,50,50,1804,20.0,.594,.380,.226,3.7,10.6,7.2,20.5,1.8,1.1,9.7,27.3,3.6,1.2,4.8,.128,3.9,-0.5,3.4,2.5,,irvinky01
76,Desmond Bane,26,MEM,SG,57,56,1803,18.1,.602,.399,.204,3.2,17.5,10.5,24.3,1.7,1.3,13.9,23.3,3.3,2.2,5.5,.148,2.7,0.7,3.3,2.4,,banede01
77,Taurean Prince,30,MIL,SF,67,60,1797,9.7,.610,.653,.084,2.0,12.8,7.6,9.8,1.6,0.5,13.9,12.5,1.0,1.9,2.9,.078,-2.0,0.3,-1.8,0.1,,princta02
78,Jaylen Wells,21,MEM,SG,69,64,1796,10.6,.565,.575,.190,4.5,8.8,6.7,8.2,1.0,0.4,9.0,16.1,1.9,1.2,3.2,.085,-1.1,-1.1,-2.2,-0.1,,wellsja01
79,Josh Giddey,22,CHI,PG,60,60,1781,17.1,.566,.360,.252,6.1,20.7,13.5,31.6,1.7,1.9,18.4,21.0,2.0,1.9,3.9,.106,1.4,0.8,2.2,1.9,,giddejo01
80,Max Christie,21,2TM,SG,65,35,1768,10.5,.574,.545,.248,2.1,10.5,6.4,9.6,1.4,1.5,11.2,14.9,1.1,1.4,2.5,.069,-2.0,-0.4,-2.4,-0.2,,chrisma02
80,Max Christie,21,LAL,SG,46,25,1154,10.6,.598,.566,.302,2.5,9.3,6.0,7.7,1.5,1.7,10.7,13.9,1.0,1.0,2.0,.084,-1.9,0.0,-1.9,0.0,,chrisma02
80,Max Christie,21,DAL,SG,19,10,614,10.3,.537,.515,.168,1.3,12.8,7.1,13.2,1.3,1.0,12.1,16.7,0.1,0.4,0.5,.039,-2.3,-1.2,-3.5,-0.2,,chrisma02
81,Josh Green,24,CHO,SG,62,61,1764,7.8,.549,.590,.166,3.2,6.9,5.0,8.0,2.0,0.8,12.7,11.3,0.5,1.1,1.5,.042,-4.5,0.2,-4.3,-1.0,,greenjo02
82,Nickeil Alexander-Walker,26,MIN,SG,70,10,1763,11.2,.583,.600,.163,2.6,11.3,7.0,14.2,1.2,1.4,13.2,15.8,1.5,1.9,3.3,.091,-1.0,0.2,-0.8,0.5,,alexani01
83,Fred VanVleet,30,HOU,PG,50,50,1757,13.3,.515,.603,.166,1.8,10.5,6.0,22.1,2.3,1.2,9.8,17.7,2.1,2.5,4.6,.126,-0.3,1.5,1.3,1.5,,vanvlfr01
84,Russell Westbrook,36,DEN,PG,62,33,1748,14.9,.541,.355,.254,6.1,13.5,10.0,28.9,2.4,1.6,20.4,22.8,0.5,1.7,2.2,.061,-0.2,0.0,-0.3,0.8,,westbru01
85,Jalen Wilson,24,BRK,PF,68,16,1746,9.0,.534,.571,.261,4.2,10.4,7.2,10.6,1.0,0.2,11.1,16.3,0.6,0.8,1.4,.038,-3.0,-1.4,-4.4,-1.1,,wilsoja03
86,Spencer Dinwiddie,31,DAL,PG,67,20,1739,12.5,.552,.486,.348,0.9,9.1,5.1,19.7,1.5,0.7,10.9,17.8,1.9,0.9,2.8,.077,-1.2,-0.7,-1.9,0.0,,dinwisp01
87,Jordan Poole,25,WAS,SG,57,57,1739,16.2,.582,.580,.266,1.7,9.3,5.5,25.3,2.2,1.3,15.1,28.7,0.7,0.8,1.6,.043,1.5,-1.4,0.2,0.9,,poolejo01
88,CJ McCollum,33,NOP,PG,53,53,1735,15.8,.549,.459,.175,2.4,10.2,6.2,20.4,1.1,1.3,8.7,26.9,1.4,0.1,1.5,.043,1.3,-2.6,-1.3,0.3,,mccolcj01
89,Dennis Schröder,31,3TM,PG,63,41,1733,13.4,.542,.463,.234,1.2,9.3,5.2,29.8,1.7,0.6,13.7,22.3,1.4,1.4,2.9,.080,-0.9,-0.8,-1.7,0.1,,schrode01
89,Dennis Schröder,31,BRK,PG,23,23,772,16.2,.588,.462,.249,0.6,9.9,5.0,33.2,1.7,0.5,14.1,23.8,1.2,0.5,1.6,.102,1.1,-1.1,0.0,0.4,,schrode01
89,Dennis Schröder,31,GSW,SG,24,18,628,8.5,.474,.458,.155,1.7,8.0,4.8,23.9,1.9,0.5,15.2,21.2,-0.5,0.6,0.1,.011,-4.6,-0.6,-5.2,-0.5,,schrode01
89,Dennis Schröder,31,DET,PG,16,0,333,16.6,.554,.477,.346,2.0,10.5,6.3,32.9,1.3,1.2,10.2,21.1,0.8,0.3,1.1,.159,1.3,-0.5,0.8,0.2,,schrode01
90,Yves Missi,20,NOP,C,64,58,1721,15.0,.571,.002,.399,13.5,18.9,16.1,6.7,1.0,4.8,13.2,13.9,2.1,0.9,3.0,.084,-1.9,-1.4,-3.3,-0.6,,missiyv01
91,Miles Bridges,26,CHO,PF,53,53,1714,18.6,.554,.410,.239,3.6,22.6,12.8,21.3,1.1,2.3,10.0,27.7,1.8,1.7,3.5,.097,2.8,-0.3,2.6,2.0,,bridgmi02
92,RJ Barrett,24,TOR,SF,52,52,1713,16.8,.553,.308,.319,3.3,18.2,10.6,28.1,1.2,0.8,13.2,28.5,0.9,1.4,2.3,.064,1.5,-0.7,0.7,1.2,,barrerj01
93,Jalen Duren,21,DET,C,66,66,1709,21.0,.708,.000,.423,14.7,28.9,21.9,14.1,1.3,4.3,18.1,16.0,4.7,3.0,7.7,.217,1.2,1.7,2.9,2.1,,durenja01
94,Stephon Castle,20,SAS,PG,66,32,1700,12.8,.519,.349,.322,4.1,9.2,6.6,20.2,1.7,0.8,13.0,25.3,-0.2,0.7,0.5,.015,-2.2,-1.9,-4.0,-0.9,,castlst01
95,Amir Coffey,27,LAC,SG,67,13,1698,11.3,.614,.483,.239,2.1,8.1,5.1,6.2,1.1,0.4,7.1,15.1,2.4,1.5,3.9,.110,-1.5,-0.4,-1.9,0.1,,coffeam01
96,Keyonte George,21,UTA,PG,54,32,1693,13.3,.542,.558,.315,1.4,11.5,6.5,28.0,1.1,0.5,15.4,24.4,1.0,0.3,1.3,.036,0.1,-2.2,-2.1,0.0,,georgke01
97,Klay Thompson,34,DAL,SF,61,61,1691,13.4,.556,.622,.082,2.7,11.2,7.0,11.3,1.3,1.4,9.3,22.1,0.8,1.0,1.8,.051,1.0,-1.5,-0.5,0.6,,thompkl01
98,Cameron Johnson,28,BRK,PF,53,53,1689,18.3,.635,.549,.299,3.3,12.6,7.7,17.0,1.5,1.5,10.1,22.8,3.8,1.2,4.9,.141,3.5,-0.4,3.1,2.2,,johnsca02
99,Andrew Wiggins,29,2TM,SF,54,54,1665,15.7,.558,.419,.308,5.1,10.7,7.8,12.5,1.5,2.5,9.0,24.1,1.5,1.8,3.4,.097,1.0,-0.5,0.5,1.0,,wiggian01
99,Andrew Wiggins,29,GSW,SF,43,43,1296,16.4,.566,.422,.304,5.3,11.1,8.1,12.1,1.5,2.4,7.7,23.4,1.8,1.5,3.2,.119,1.5,-0.4,1.1,1.0,,wiggian01
99,Andrew Wiggins,29,MIA,SF,11,11,369,13.3,.531,.410,.319,4.5,9.2,6.9,13.9,1.5,2.9,13.3,26.3,-0.2,0.4,0.1,.018,-0.9,-0.8,-1.7,0.0,,wiggian01
100,Onyeka Okongwu,24,ATL,C,62,28,1658,19.7,.633,.192,.325,12.0,23.2,17.4,11.8,1.6,3.3,9.4,17.1,4.2,1.9,6.1,.177,1.4,0.3,1.7,1.5,,okongon01
101,Kyshawn George,21,WAS,SG,61,31,1657,8.5,.503,.660,.167,2.8,13.4,8.0,12.5,1.7,2.6,14.6,15.5,-0.9,1.0,0.1,.003,-4.0,-0.3,-4.3,-1.0,,georgky01
102,Franz Wagner,23,ORL,SF,49,49,1653,20.3,.559,.296,.283,3.2,16.6,9.5,26.6,2.0,1.1,9.9,31.2,2.0,2.4,4.4,.129,2.7,0.4,3.1,2.2,,wagnefr01
103,Guerschon Yabusele,29,PHI,C,62,35,1651,14.2,.616,.491,.242,7.6,16.6,11.9,11.0,1.5,1.3,13.1,16.0,2.4,0.9,3.4,.098,-0.2,-1.0,-1.2,0.3,,yabusgu01
104,Scoot Henderson,20,POR,PG,61,9,1642,12.9,.546,.419,.305,3.1,9.4,6.2,27.9,2.0,0.7,18.6,22.4,0.6,1.2,1.8,.052,-1.2,-0.7,-1.9,0.0,,hendesc01
105,Nic Claxton,25,BRK,C,60,52,1635,16.1,.554,.033,.279,8.9,23.1,15.7,13.4,1.7,5.4,11.5,16.5,1.4,2.2,3.6,.106,-1.2,1.5,0.2,0.9,,claxtni01
106,Quentin Grimes,24,2TM,SG,64,26,1635,15.7,.609,.516,.241,3.3,15.1,9.2,15.4,1.7,1.2,13.1,21.1,1.9,1.2,3.1,.092,1.2,-0.6,0.6,1.1,,grimequ01
106,Quentin Grimes,24,DAL,SG,47,12,1070,13.4,.599,.551,.222,3.1,14.8,9.1,13.2,1.4,0.8,13.2,18.5,1.0,0.8,1.8,.080,0.1,-0.4,-0.3,0.5,,grimequ01
106,Quentin Grimes,24,PHI,SG,17,14,565,20.3,.624,.467,.268,3.7,15.6,9.4,19.6,2.3,1.9,12.8,25.9,0.9,0.4,1.3,.115,3.2,-1.0,2.2,0.6,,grimequ01
107,Jrue Holiday,34,BOS,PG,53,53,1625,13.2,.560,.548,.126,4.3,11.1,7.7,17.2,1.7,1.5,12.2,16.0,2.0,2.0,4.0,.118,-0.5,0.8,0.4,1.0,,holidjr01
108,Cason Wallace,21,OKC,SG,59,39,1621,12.0,.555,.438,.071,4.1,9.3,6.7,11.2,3.1,1.9,10.3,12.6,1.4,3.0,4.4,.130,-1.8,2.5,0.8,1.1,,wallaca01
109,Rui Hachimura,26,LAL,PF,50,50,1605,13.7,.612,.410,.196,5.3,12.8,9.1,6.7,1.2,1.4,7.5,16.1,2.3,1.4,3.7,.112,-0.3,-0.5,-0.8,0.5,,hachiru01
110,Keon Johnson,22,BRK,SG,67,44,1603,10.3,.486,.511,.165,4.0,14.4,9.0,13.4,2.2,1.7,11.0,21.6,-1.1,1.5,0.4,.013,-3.2,-0.2,-3.5,-0.6,,johnske07
111,Corey Kispert,25,WAS,SF,61,0,1602,11.0,.584,.584,.156,2.3,9.5,5.9,9.7,0.8,0.8,9.6,17.4,1.1,0.1,1.2,.035,-1.4,-2.2,-3.7,-0.7,,kispeco01
112,Devin Vassell,24,SAS,SG,52,41,1602,13.9,.542,.467,.141,1.9,11.5,6.7,13.8,2.0,1.6,8.3,22.4,0.6,1.0,1.6,.047,-0.7,-1.0,-1.7,0.1,,vassede01
